Sewa Apartemen Taman Melati Surabaya - Modern Stylish Studio at Taman Melati Surabaya Apartment By Travelio,Lokasi,Jenis Unit,Jumlah Bedroom,Luas Unit,Kelengkapan,Lantai Unit,Kamar Mandi,Harga,Jarak dari Kampus (km),Jarak dari Bandara (km),Jarak dari Stasiun (km),Jarak dari Terminal (km),Jarak dari Tol (km),Aksesbilitas,Link URL
511,Wiyung,2 BR,2,35.21,Unfurnished,20,1,"Rp1,760,000",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/cozy-living-studio-unfurnished-with-ac-at-puncak-cbd-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
512,Wiyung,studioroom,1,21.32,Unfurnished,6,1,"Rp1,805,561",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/unfurnished-2br-at-33th-floor-at-puncak-cbd-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
513,Wiyung,2 BR,2,35,Unfurnished,33,1,"Rp1,859,999",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/comfy-studio-unfurnished-at-the-city-square-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
514,Wonocolo,studioroom,1,21,Unfurnished,15,1,"Rp1,955,835",2.6,16.5,4.4,7.3,6.1,Bandara Internasional Juanda dapat ditempuh 27 menit berkendara (16.5 km); Jatim International Expo dapat ditempuh 6 menit berkendara (2.2 km); Rumah Sakit Islam Jemursari dapat ditempuh 8 menit berkendara (3.3 km); RSIA Kendangsari dapat ditempuh 7 menit berkendara (2 km); RS Royal Surabaya dapat ditempuh 10 menit berkendara (3.1 km); UIN Sunan Ampel Surabaya dapat ditempuh 7 menit berkendara (2.6 km); Polda Jawa Timur dapat ditempuh 12 menit berkendara (4.2 km); Universitas Negeri Surabaya dapat ditempuh 19 menit (5.1 km); Superindo Margorejo dapat ditempuh 4 menit berkendara (1.5 km).,https://www.travelio.com/property/surabaya/cozy-living-studio-unfurnished-at-the-city-square-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
515,Wonocolo,studioroom,1,21,Unfurnished,17,1,"Rp2,860,000",2.6,16.5,4.4,7.3,6.1,Bandara Internasional Juanda dapat ditempuh 27 menit berkendara (16.5 km); Jatim International Expo dapat ditempuh 6 menit berkendara (2.2 km); Rumah Sakit Islam Jemursari dapat ditempuh 8 menit berkendara (3.3 km); RSIA Kendangsari dapat ditempuh 7 menit berkendara (2 km); RS Royal Surabaya dapat ditempuh 10 menit berkendara (3.1 km); UIN Sunan Ampel Surabaya dapat ditempuh 7 menit berkendara (2.6 km); Polda Jawa Timur dapat ditempuh 12 menit berkendara (4.2 km); Universitas Negeri Surabaya dapat ditempuh 19 menit (5.1 km); Superindo Margorejo dapat ditempuh 4 menit berkendara (1.5 km).,https://www.travelio.com/property/surabaya/spacious-unfurnished-2br-at-puncak-dharmahusada-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
516,Mulyorejo,2 BR,2,25,Unfurnished,8,1,"Rp2,009,999",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km).",https://www.travelio.com/property/surabaya/cozy-living-unfurnished-studio-apartment-at-bale-hinggil-by-travelio/?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
517,Sukolilo,studioroom,1,19.14,Unfurnished,3,1,"Rp2,016,437",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km). ,https://www.travelio.com/property/surabaya/unfurnished-2br-at-9th-floor-puncak-cbd-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
518,Wiyung,2 BR,2,35.21,Unfurnished,9,1,"Rp2,056,937",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/easy-access-and-cozy-studio-unfurnished-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
519,Sukolilo,studioroom,1,25,Unfurnished,3,1,"Rp2,059,128",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km).,https://www.travelio.com/property/surabaya/comfy-studio-unfurnished-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
520,Sukolilo,studioroom,1,25,Unfurnished,11,1,"Rp2,059,128",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km).,https://www.travelio.com/property/surabaya/unfurnished-studio-room-with-ac-apartment-at-bale-hinggil-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
521,Sukolilo,studioroom,1,19.14,Unfurnished,23,1,"Rp2,059,999",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km). ,https://www.travelio.com/property/surabaya/unfurnished-2br-apartment-at-18th-floor-puncak-cbd-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
522,Wiyung,2 BR,2,35,Unfurnished,18,1,"Rp2,079,334",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/unfurnished-2br-at-33th-floor-puncak-cbd-apartment-by-travelio/?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
523,Wiyung,2 BR,2,35.21,Unfurnished,33,1,"Rp2,080,704",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/homey-2br-unfurnised-at-puncak-cbd-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
524,Wiyung,2 BR,2,36,Unfurnished,33,1,"Rp2,104,466",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/spacious-unfurnished-2br-apartment-at-puncak-cbd-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
525,Wiyung,2 BR,2,35.21,Unfurnished,19,1,"Rp2,128,182",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/best-choice-and-strategic-1br-unfurnished-at-praxis-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=1%20Bedrooms&roomBreakfast=0
526,Genteng,studioroom,1,44,Unfurnished,11,1,"Rp2,160,000",4.4,20.8,4.1,10.8,7.4,Bandara Internasional Juanda berjarak 30 menit berkendara (20.8 km). Stasiun Surabaya Pasar Turi berjarak 10 menit berkendara (4.1 km). Rumah Sakit Umum Dr. Soetomo berjarak 15 menit berkendara (4.5 km). Universitas Airlangga Kampus A berjarak 13 menit berkendara (4.4 km). Institut Teknologi Sepuluh Nopember (ITS) berjarak 18 menit berkendara (6.7 km). ,https://www.travelio.com/property/surabaya/2br-minimalist-unfurnished-apartment-at-puncak-dharmahusada-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
527,Mulyorejo,2 BR,2,32,Unfurnished,27,1,"Rp2,171,435",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km).",https://www.travelio.com/property/surabaya/exclusive-spacious-unfurnished-studio-with-ac-at-pavilion-permata-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
528,Dukuh Pakis,studioroom,1,22,Unfurnished,3,1,"Rp2,172,167",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/cozy-stay-unfurnished-studio-with-ac-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
529,Sukolilo,studioroom,1,19,Unfurnished,17,1,"Rp2,189,584",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/strategic-and-clean-studio-unfurnished-with-ac-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
530,Sukolilo,studioroom,1,19,Unfurnished,30,1,"Rp2,189,584",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km). ,https://www.travelio.com/property/surabaya/best-choice-studio-unfurnished-at-uc-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
531,Sambikerep,studioroom,1,27.2,Unfurnished,16,1,"Rp2,193,517",18,32.4,17.8,22.6,22.1,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit berkendara (32.4 km); 41 menit berkendara menuju Stasiun Surabaya Pasar Turi (17.8 m); 55 menit berkendara ke Stasiun Gubeng Surabaya (22.1 km); 42 menit berkendara menuju Universitas Kristen Petra (24 km); 37 menit berkendara ke Gerbang Tol Waru 1 (22.1 km); Universitas Airlangga berjarak 55 menit berkendara (18 km).,https://www.travelio.com/property/surabaya/unfurnished-studio-at-17th-floor-my-tower-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
532,Tenggilis Mejoyo,studioroom,1,38,Unfurnished,17,1,"Rp2,198,882",3.3,10.5,11.9,6.6,3.9,Juanda International Airport dapat ditempuh 33 menit (10.5 km); Stasiun Surabaya Pasar Turi dapat ditempuh 37 menit (11.9 km); Universitas Surabaya dapat ditempuh 10 menit (4.3 km); Petra Christian University dapat ditempuh 11 menit (3.3 km); Universitas Negeri Surabaya (UNESA) dapat ditempuh 18 menit (5.4 km); RS Royal Surabaya dapat ditempuh 2 menit (350 m); Polsek Rungkut dapat ditempuh 18 menit (5.7 km); Jalan Tol Waru - Juanda dapat ditempuh 8 menit (3.9 km).,https://www.travelio.com/property/surabaya/nice-and-clean-2br-unfurnished-at-puncak-dharmahusada-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
533,Mulyorejo,2 BR,2,35,Unfurnished,30,1,"Rp2,207,149",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km).",https://www.travelio.com/property/surabaya/clean-unfurnished-2br-at-puncak-dharmahusada-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
534,Mulyorejo,2 BR,2,35,Unfurnished,30,1,"Rp2,207,149",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km).",https://www.travelio.com/property/surabaya/nice-unfurnished-studio-apartment-with-ac-at-gunawangsa-merr-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
535,Rungkut,studioroom,1,21,Unfurnished,10,1,"Rp2,235,760",6.1,12.9,9.5,7.5,5.1,Bandara Internasional Juanda dapat ditempuh selama 24 menit berkendara dari unit ini (12.9 km); Stasiun Surabaya Gubeng hanya 26 menit berkendara (9.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 15 menit berkendara (6.1 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 27 menit berkendara (9.5 km),https://www.travelio.com/property/surabaya/comfy-studio-unfurnished-with-ac-at-educity-surabaya-apartment-by-travelio/?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
536,Mulyorejo,studioroom,1,20.5,Unfurnished,8,1,"Rp2,250,799",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/best-choice-studio-unfurnished-with-ac-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
537,Mulyorejo,studioroom,1,20.5,Unfurnished,12,1,"Rp2,250,799",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/unfurnished-studio-at-19th-floor-uc-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
538,Sambikerep,studioroom,1,27,Unfurnished,19,1,"Rp2,259,999",0.076,33.7,17.1,22.6,10.4,Bandara Internasional Juanda bisa diakses dengan berkendara selama 50 menit berkendara (33.7 km); 45 menit berkendara menuju Stasiun Surabaya Pasar Turi (18.4 km); 45 menit berkendara ke Stasiun Gubeng Surabaya (17.1 km); 1 menit berjalan kaki menuju Universitas Ciputra Surabaya (76 m); 33 menit berkendara ke Gerbang Tol Waru Utama (18 km); Regional General Hospital Bhakti Dharma Husada berjarak 12 menit berkendara (4.5 km); 17 menit menuju Universitas Negeri Surabaya (7.4 km),https://www.travelio.com/property/surabaya/cozy-studio-unfurnished-apartment-with-ac-at-apartement-bale-hinggil-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
539,Sukolilo,studioroom,1,25,Unfurnished,29,1,"Rp2,260,000",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km). ,https://www.travelio.com/property/surabaya/modern-and-comfy-2br-unfurnished-at-puncak-cbd-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
540,Wiyung,studioroom,1,36,Unfurnished,"1,1",1,"Rp2,260,000",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/best-choice-studio-unfurnished-with-ac-at-puncak-dharmahusada-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
